"Places","SearchTerm","Latitude","Longitude"
"Bay County, MI","Bay+County,+MI",43.73833,-83.93572
"Benzie County, MI","Benzie+County,+MI",44.64586,-86.3043
"Berrien County, MI","Berrien+County,+MI",42.00151,-86.74066
"Branch County, MI","Branch+County,+MI",41.91625,-85.05883
"Calhoun County, MI","Calhoun+County,+MI",42.24624,-85.00688
"Cass County, MI","Cass+County,+MI",41.91527,-85.99178
"Charlevoix County, MI","Charlevoix+County,+MI",45.49889,-85.43937
"Cheboygan County, MI","Cheboygan+County,+MI",45.5045,-84.48992
"Chippewa County, MI","Chippewa+County,+MI",46.40747,-84.69173
"Clare County, MI","Clare+County,+MI",43.98894,-84.84701
"Clinton County, MI","Clinton+County,+MI",42.94368,-84.60169
"Crawford County, MI","Crawford+County,+MI",44.68286,-84.61068
"Delta County, MI","Delta+County,+MI",45.74148,-86.89285
"Dickinson County, MI","Dickinson+County,+MI",45.98486,-87.8672
"Eaton County, MI","Eaton+County,+MI",42.5961,-84.83875
"Emmet County, MI","Emmet+County,+MI",45.57086,-85.01261
"Genesee County, MI","Genesee+County,+MI",43.00197,-83.69324
"Gladwin County, MI","Gladwin+County,+MI",43.98775,-84.3862
"Gogebic County, MI","Gogebic+County,+MI",46.44772,-89.77111
"Grand Traverse County, MI","Grand+Traverse+County,+MI",44.81624,-85.47529
"Gratiot County, MI","Gratiot+County,+MI",43.29197,-84.60235
"Hillsdale County, MI","Hillsdale+County,+MI",41.88476,-84.59353
"Houghton County, MI","Houghton+County,+MI",46.94874,-88.69077
"Huron County, MI","Huron+County,+MI",43.91925,-82.88477
"Ingham County, MI","Ingham+County,+MI",42.5993,-84.37364
"Ionia County, MI","Ionia+County,+MI",42.94493,-85.07478
"Iosco County, MI","Iosco+County,+MI",44.33693,-83.0864
"Iron County, MI","Iron+County,+MI",46.17046,-88.55421
"Isabella County, MI","Isabella+County,+MI",43.64064,-84.84715
"Jackson County, MI","Jackson+County,+MI",42.24758,-84.42388
"Kalamazoo County, MI","Kalamazoo+County,+MI",42.24542,-85.5315
"Kalkaska County, MI","Kalkaska+County,+MI",44.68496,-85.09154
"Kent County, MI","Kent+County,+MI",43.03128,-85.55041
"Keweenaw County, MI","Keweenaw+County,+MI",47.75284,-88.7253
"Lake County, MI","Lake+County,+MI",43.99072,-85.80141
"Lapeer County, MI","Lapeer+County,+MI",43.10366,-83.22616
"Leelanau County, MI","Leelanau+County,+MI",45.17874,-85.91668
"Lenawee County, MI","Lenawee+County,+MI",41.89452,-84.06575
"Livingston County, MI","Livingston+County,+MI",42.60357,-83.91108
"Luce County, MI","Luce+County,+MI",46.77041,-85.55125
"Mackinac County, MI","Mackinac+County,+MI",45.96913,-84.98993
"Macomb County, MI","Macomb+County,+MI",42.67256,-82.90139
"Manistee County, MI","Manistee+County,+MI",44.3417,-86.37259
"Marquette County, MI","Marquette+County,+MI",47.07487,-87.58123
"Mason County, MI","Mason+County,+MI",43.99749,-86.55535
"Mecosta County, MI","Mecosta+County,+MI",43.6409,-85.32433
"Menominee County, MI","Menominee+County,+MI",45.53128,-87.51966
"Midland County, MI","Midland+County,+MI",43.64729,-84.38746
"Missaukee County, MI","Missaukee+County,+MI",44.33684,-85.09572
"Monroe County, MI","Monroe+County,+MI",41.90891,-83.47589
"Montcalm County, MI","Montcalm+County,+MI",43.29356,-85.07893
"Montmorency County, MI","Montmorency+County,+MI",45.02843,-84.12997
"Muskegon County, MI","Muskegon+County,+MI",43.29589,-86.58678
"Newaygo County, MI","Newaygo+County,+MI",43.5545,-85.8011
"Oakland County, MI","Oakland+County,+MI",42.6599,-83.38685
"Oceana County, MI","Oceana+County,+MI",43.6435,-86.5982
"Ogemaw County, MI","Ogemaw+County,+MI",44.33494,-84.12649
"Ontonagon County, MI","Ontonagon+County,+MI",47.02343,-89.52857
"Osceola County, MI","Osceola+County,+MI",43.98949,-85.32528
"Oscoda County, MI","Oscoda+County,+MI",44.68186,-84.12991
"Otsego County, MI","Otsego+County,+MI",45.02848,-84.60946
"Ottawa County, MI","Ottawa+County,+MI",42.98675,-86.43779
"Presque Isle County, MI","Presque+Isle+County,+MI",45.50984,-83.57252
"Roscommon County, MI","Roscommon+County,+MI",44.33585,-84.61197
"Saginaw County, MI","Saginaw+County,+MI",43.34866,-84.03391
"St. Clair County, MI","St.+Clair+County,+MI",42.82369,-82.60702
"St. Joseph County, MI","St.+Joseph+County,+MI",41.91526,-85.52639
"Sanilac County, MI","Sanilac+County,+MI",43.42293,-82.65733
"Schoolcraft County, MI","Schoolcraft+County,+MI",46.00184,-86.17728
"Shiawassee County, MI","Shiawassee+County,+MI",42.95425,-84.14784
"Tuscola County, MI","Tuscola+County,+MI",43.5277,-83.40504
"Van Buren County, MI","Van+Buren+County,+MI",42.24503,-86.47929
"Washtenaw County, MI","Washtenaw+County,+MI",42.25336,-83.83746
"Wayne County, MI","Wayne+County,+MI",42.23968,-83.33574
"Wexford County, MI","Wexford+County,+MI",44.33869,-85.57892
"Aitkin County, MN","Aitkin+County,+MN",46.59217,-93.41644
"Anoka County, MN","Anoka+County,+MN",45.22486,-93.24205
"Becker County, MN","Becker+County,+MN",46.93397,-95.6683
"Beltrami County, MN","Beltrami+County,+MN",47.97485,-94.84089
"Benton County, MN","Benton+County,+MN",45.69161,-93.98402
"Big Stone County, MN","Big+Stone+County,+MN",45.38139,-96.3325
"Blue Earth County, MN","Blue+Earth+County,+MN",44.05606,-94.06865
"Brown County, MN","Brown+County,+MN",44.30303,-94.65186
"Carlton County, MN","Carlton+County,+MN",46.59306,-92.67347
"Carver County, MN","Carver+County,+MN",44.80655,-93.76516
"Cass County, MN","Cass+County,+MN",46.87858,-94.21735
"Chippewa County, MN","Chippewa+County,+MN",44.9518,-95.52656
"Chisago County, MN","Chisago+County,+MN",45.51352,-92.87424
"Clay County, MN","Clay+County,+MN",46.89005,-96.47424
"Clearwater County, MN","Clearwater+County,+MN",47.58599,-95.36919
"Cook County, MN","Cook+County,+MN",47.74497,-90.34096
"Cottonwood County, MN","Cottonwood+County,+MN",44.02168,-95.16069
"Crow Wing County, MN","Crow+Wing+County,+MN",46.48061,-94.07021
"Dakota County, MN","Dakota+County,+MN",44.69721,-93.02544
"Dodge County, MN","Dodge+County,+MN",44.02264,-92.86196
"Douglas County, MN","Douglas+County,+MN",45.93348,-95.45248
"Faribault County, MN","Faribault+County,+MN",43.67378,-93.94817
"Fillmore County, MN","Fillmore+County,+MN",43.67436,-92.09004
"Freeborn County, MN","Freeborn+County,+MN",43.67391,-93.34887
"Goodhue County, MN","Goodhue+County,+MN",44.45433,-92.73488
"Grant County, MN","Grant+County,+MN",45.93401,-96.01185
"Hennepin County, MN","Hennepin+County,+MN",45.01598,-93.48732
"Houston County, MN","Houston+County,+MN",43.67387,-91.50103
"Hubbard County, MN","Hubbard+County,+MN",47.10817,-94.91665
"Isanti County, MN","Isanti+County,+MN",45.57294,-93.32652
"Itasca County, MN","Itasca+County,+MN",47.46206,-93.5716
"Jackson County, MN","Jackson+County,+MN",43.67422,-95.15385
"Kanabec County, MN","Kanabec+County,+MN",45.94498,-93.33072
"Kandiyohi County, MN","Kandiyohi+County,+MN",45.15175,-95.00171
"Kittson County, MN","Kittson+County,+MN",48.77183,-96.77845
"Koochiching County, MN","Koochiching+County,+MN",48.27881,-93.75974
"Lac qui Parle County, MN","Lac+qui+Parle+County,+MN",45.03691,-96.17381
"Lake County, MN","Lake+County,+MN",47.50032,-91.40601
"Lake of the Woods County, MN","Lake+of+the+Woods+County,+MN",48.87519,-94.8875
"Le Sueur County, MN","Le+Sueur+County,+MN",44.36999,-93.74352
"Lincoln County, MN","Lincoln+County,+MN",44.41368,-96.26566
"Lyon County, MN","Lyon+County,+MN",44.41343,-95.83666
"McLeod County, MN","McLeod+County,+MN",44.80479,-94.25386
"Mahnomen County, MN","Mahnomen+County,+MN",47.32508,-95.8091
"Marshall County, MN","Marshall+County,+MN",48.35829,-96.36943
"Martin County, MN","Martin+County,+MN",43.67417,-94.55125
"Meeker County, MN","Meeker+County,+MN",45.1093,-94.50653
"Mille Lacs County, MN","Mille+Lacs+County,+MN",45.90294,-93.64311
"Morrison County, MN","Morrison+County,+MN",46.06127,-94.22895
"Mower County, MN","Mower+County,+MN",43.67424,-92.74943
"Murray County, MN","Murray+County,+MN",44.02196,-95.7634
"Nicollet County, MN","Nicollet+County,+MN",44.30535,-94.20479
"Nobles County, MN","Nobles+County,+MN",43.67421,-95.75316
"Norman County, MN","Norman+County,+MN",47.32514,-96.45149
"Olmsted County, MN","Olmsted+County,+MN",44.01472,-92.37857
"Otter Tail County, MN","Otter+Tail+County,+MN",46.41247,-95.71809
"Pennington County, MN","Pennington+County,+MN",48.0544,-96.04672
"Pine County, MN","Pine+County,+MN",46.07455,-92.67471
"Pipestone County, MN","Pipestone+County,+MN",44.02316,-96.25885
"Polk County, MN","Polk+County,+MN",47.83633,-96.66922
"Pope County, MN","Pope+County,+MN",45.58592,-95.4491
"Ramsey County, MN","Ramsey+County,+MN",45.00623,-93.09625
"Red Lake County, MN","Red+Lake+County,+MN",47.86211,-96.09568
"Redwood County, MN","Redwood+County,+MN",44.44676,-95.22976
"Renville County, MN","Renville+County,+MN",44.67427,-94.96968
"Rice County, MN","Rice+County,+MN",44.3701,-93.28252
"Rock County, MN","Rock+County,+MN",43.67482,-96.2533
"Roseau County, MN","Roseau+County,+MN",48.76932,-95.74752
"St. Louis County, MN","St.+Louis+County,+MN",47.64071,-92.42872
"Scott County, MN","Scott+County,+MN",44.67791,-93.50334
"Sherburne County, MN","Sherburne+County,+MN",45.40287,-93.7581
"Sibley County, MN","Sibley+County,+MN",44.58685,-94.26611
"Stearns County, MN","Stearns+County,+MN",45.52884,-94.64093
"Steele County, MN","Steele+County,+MN",44.0224,-93.22604
"Stevens County, MN","Stevens+County,+MN",45.58601,-96.00567
"Swift County, MN","Swift+County,+MN",45.28194,-95.68628
"Todd County, MN","Todd+County,+MN",46.07115,-94.89701
"Traverse County, MN","Traverse+County,+MN",45.80362,-96.42904
"Wabasha County, MN","Wabasha+County,+MN",44.28105,-92.22782
"Wadena County, MN","Wadena+County,+MN",46.5869,-94.96776
"Waseca County, MN","Waseca+County,+MN",44.02213,-93.58722
"Washington County, MN","Washington+County,+MN",45.02138,-92.87357
"Watonwan County, MN","Watonwan+County,+MN",43.97854,-94.61412
"Wilkin County, MN","Wilkin+County,+MN",46.32648,-96.44002
"Winona County, MN","Winona+County,+MN",44.02009,-91.79528
"Wright County, MN","Wright+County,+MN",45.2007,-93.95095
"Yellow Medicine County, MN","Yellow+Medicine+County,+MN",44.73896,-95.93943
"Adams County, MS","Adams+County,+MS",31.47064,-91.33697
"Alcorn County, MS","Alcorn+County,+MS",34.87591,-88.5944
"Amite County, MS","Amite+County,+MS",31.17468,-90.80384
"Attala County, MS","Attala+County,+MS",33.08279,-89.5722
"Benton County, MS","Benton+County,+MS",34.78884,-89.19374
"Bolivar County, MS","Bolivar+County,+MS",33.82484,-90.85591
"Calhoun County, MS","Calhoun+County,+MS",33.94187,-89.32279
"Carroll County, MS","Carroll+County,+MS",33.44564,-89.96158
"Chickasaw County, MS","Chickasaw+County,+MS",33.90698,-88.92892
"Choctaw County, MS","Choctaw+County,+MS",33.32099,-89.2711
"Claiborne County, MS","Claiborne+County,+MS",32.00558,-90.9012
"Clarke County, MS","Clarke+County,+MS",32.02704,-88.68475
"Clay County, MS","Clay+County,+MS",33.6594,-88.77412
"Coahoma County, MS","Coahoma+County,+MS",34.25539,-90.6431
"Copiah County, MS","Copiah+County,+MS",31.86779,-90.42658
"Covington County, MS","Covington+County,+MS",31.6153,-89.57793
"DeSoto County, MS","DeSoto+County,+MS",32.05371,-93.68086
"Forrest County, MS","Forrest+County,+MS",31.17202,-89.24708
"Franklin County, MS","Franklin+County,+MS",31.46462,-90.89424
"George County, MS","George+County,+MS",30.86636,-88.6517
"Greene County, MS","Greene+County,+MS",31.21678,-88.63932
"Grenada County, MS","Grenada+County,+MS",33.7872,-89.82181
"Hancock County, MS","Hancock+County,+MS",30.40313,-89.51129
"Harrison County, MS","Harrison+County,+MS",30.42826,-89.11237
"Hinds County, MS","Hinds+County,+MS",32.31138,-90.4249
"Holmes County, MS","Holmes+County,+MS",33.12745,-90.0732
"Humphreys County, MS","Humphreys+County,+MS",33.12589,-90.53821
"Issaquena County, MS","Issaquena+County,+MS",32.71139,-91.00944
"Itawamba County, MS","Itawamba+County,+MS",34.27612,-88.36199
"Jackson County, MS","Jackson+County,+MS",30.46697,-88.64161
"Jasper County, MS","Jasper+County,+MS",32.01314,-89.11736
"Jefferson County, MS","Jefferson+County,+MS",31.74044,-91.02586
"Jefferson Davis County, MS","Jefferson+Davis+County,+MS",31.58224,-89.83924
"Jones County, MS","Jones+County,+MS",31.62895,-89.17167
"Kemper County, MS","Kemper+County,+MS",32.753,-88.64158
"Lafayette County, MS","Lafayette+County,+MS",34.35827,-89.48382
"Lamar County, MS","Lamar+County,+MS",31.20823,-89.50113
"Lauderdale County, MS","Lauderdale+County,+MS",32.40137,-88.66256
"Lawrence County, MS","Lawrence+County,+MS",31.54513,-90.11018
"Leake County, MS","Leake+County,+MS",32.75419,-89.52423
"Lee County, MS","Lee+County,+MS",34.29204,-88.68495
"Leflore County, MS","Leflore+County,+MS",33.52306,-90.27698
"Lincoln County, MS","Lincoln+County,+MS",31.53339,-90.43889
"Lowndes County, MS","Lowndes+County,+MS",33.51631,-88.43054
"Madison County, MS","Madison+County,+MS",32.6424,-90.00848
"Marion County, MS","Marion+County,+MS",31.21645,-89.84277
"Marshall County, MS","Marshall+County,+MS",34.74521,-89.51114
"Monroe County, MS","Monroe+County,+MS",33.86991,-88.47615
"Montgomery County, MS","Montgomery+County,+MS",33.48182,-89.64588
"Neshoba County, MS","Neshoba+County,+MS",32.75423,-89.11674
"Newton County, MS","Newton+County,+MS",32.40031,-89.11882
"Noxubee County, MS","Noxubee+County,+MS",33.10696,-88.5702
"Oktibbeha County, MS","Oktibbeha+County,+MS",33.42565,-88.87975
"Panola County, MS","Panola+County,+MS",34.35714,-89.95935
"Pearl River County, MS","Pearl+River+County,+MS",30.73635,-89.58135
"Perry County, MS","Perry+County,+MS",31.17189,-88.99321
"Pike County, MS","Pike+County,+MS",31.17499,-90.40417
"Pontotoc County, MS","Pontotoc+County,+MS",34.22703,-89.03555
"Prentiss County, MS","Prentiss+County,+MS",34.61034,-88.52423
"Quitman County, MS","Quitman+County,+MS",34.29169,-90.2886
"Rankin County, MS","Rankin+County,+MS",32.32032,-89.94138
"Scott County, MS","Scott+County,+MS",32.42822,-89.53469
"Sharkey County, MS","Sharkey+County,+MS",32.8798,-90.82136
"Simpson County, MS","Simpson+County,+MS",31.90123,-89.9073
"Smith County, MS","Smith+County,+MS",32.00227,-89.48834
"Stone County, MS","Stone+County,+MS",30.7789,-89.11287
"Sunflower County, MS","Sunflower+County,+MS",33.62861,-90.55539
"Tallahatchie County, MS","Tallahatchie+County,+MS",33.92922,-90.18813
"Tate County, MS","Tate+County,+MS",34.66335,-89.94432
"Tippah County, MS","Tippah+County,+MS",34.79607,-88.9208
"Tishomingo County, MS","Tishomingo+County,+MS",34.72937,-88.22477
"Tunica County, MS","Tunica+County,+MS",34.65788,-90.34901
"Union County, MS","Union+County,+MS",34.48174,-89.01788
"Walthall County, MS","Walthall+County,+MS",31.17571,-90.13321
"Warren County, MS","Warren+County,+MS",32.34877,-90.79148
"Washington County, MS","Washington+County,+MS",33.26888,-90.88089
"Wayne County, MS","Wayne+County,+MS",31.66352,-88.70264
"Webster County, MS","Webster+County,+MS",33.59968,-89.26271
"Wilkinson County, MS","Wilkinson+County,+MS",31.18503,-91.3244
"Winston County, MS","Winston+County,+MS",33.10277,-89.06577
"Yalobusha County, MS","Yalobusha+County,+MS",34.02993,-89.7171
"Yazoo County, MS","Yazoo+County,+MS",32.76263,-90.36047
"Adair County, MO","Adair+County,+MO",40.19177,-92.60092
"Andrew County, MO","Andrew+County,+MO",39.97491,-94.80223
"Atchison County, MO","Atchison+County,+MO",40.42338,-95.41807
"Audrain County, MO","Audrain+County,+MO",39.20362,-91.76229
"Barry County, MO","Barry+County,+MO",36.71517,-93.823
"Barton County, MO","Barton+County,+MO",37.50142,-94.34713
"Bates County, MO","Bates+County,+MO",38.25172,-94.34326
"Benton County, MO","Benton+County,+MO",38.29885,-93.29771
"Bollinger County, MO","Bollinger+County,+MO",37.31965,-90.0044
"Boone County, MO","Boone+County,+MO",38.94597,-92.34056
"Buchanan County, MO","Buchanan+County,+MO",39.67633,-94.80303
"Butler County, MO","Butler+County,+MO",36.71242,-90.39051
"Caldwell County, MO","Caldwell+County,+MO",39.65671,-93.98233
"Callaway County, MO","Callaway+County,+MO",38.81105,-91.89333
"Camden County, MO","Camden+County,+MO",38.03611,-92.79113
"Cape Girardeau County, MO","Cape+Girardeau+County,+MO",37.36628,-89.64423
"Carroll County, MO","Carroll+County,+MO",39.41084,-93.47329
"Carter County, MO","Carter+County,+MO",36.95574,-90.95844
"Cass County, MO","Cass+County,+MO",38.64634,-94.36393
"Cedar County, MO","Cedar+County,+MO",37.7367,-93.83962
"Chariton County, MO","Chariton+County,+MO",39.46437,-92.96223
"Christian County, MO","Christian+County,+MO",36.95372,-93.12208
"Clark County, MO","Clark+County,+MO",40.43123,-91.73516
"Clay County, MO","Clay+County,+MO",39.28286,-94.4063
"Clinton County, MO","Clinton+County,+MO",39.60128,-94.40413
"Cole County, MO","Cole+County,+MO",38.5308,-92.24471
"Cooper County, MO","Cooper+County,+MO",38.87241,-92.78901
"Crawford County, MO","Crawford+County,+MO",37.95434,-91.31066
"Dade County, MO","Dade+County,+MO",37.43183,-93.85018
"Dallas County, MO","Dallas+County,+MO",37.65937,-93.01209
"Daviess County, MO","Daviess+County,+MO",39.96057,-93.98323
"DeKalb County, MO","DeKalb+County,+MO",39.89259,-94.40457
"Dent County, MO","Dent+County,+MO",37.60339,-91.48188
"Douglas County, MO","Douglas+County,+MO",36.93236,-92.4988
"Dunklin County, MO","Dunklin+County,+MO",36.31343,-90.01504
"Franklin County, MO","Franklin+County,+MO",38.45615,-91.05208
"Gasconade County, MO","Gasconade+County,+MO",38.43122,-91.50585
"Gentry County, MO","Gentry+County,+MO",40.21097,-94.41048
"Greene County, MO","Greene+County,+MO",37.25806,-93.3337
"Grundy County, MO","Grundy+County,+MO",40.11242,-93.5656
"Harrison County, MO","Harrison+County,+MO",40.35515,-93.9892
"Henry County, MO","Henry+County,+MO",38.38407,-93.79164
"Hickory County, MO","Hickory+County,+MO",37.93777,-93.29108
"Holt County, MO","Holt+County,+MO",40.06286,-95.23273
"Howard County, MO","Howard+County,+MO",39.15542,-92.69252
"Howell County, MO","Howell+County,+MO",36.77728,-91.89366
"Iron County, MO","Iron+County,+MO",37.50549,-90.65879
"Jackson County, MO","Jackson+County,+MO",39.03524,-94.35839
"Jasper County, MO","Jasper+County,+MO",37.20617,-94.33637
"Jefferson County, MO","Jefferson+County,+MO",38.25275,-90.56933
"Johnson County, MO","Johnson+County,+MO",38.74696,-93.81321
"Knox County, MO","Knox+County,+MO",40.1268,-92.14783
"Laclede County, MO","Laclede+County,+MO",37.68472,-92.59376
"Lafayette County, MO","Lafayette+County,+MO",39.10069,-93.79724
"Lawrence County, MO","Lawrence+County,+MO",37.10641,-93.83316
"Lewis County, MO","Lewis+County,+MO",40.10117,-91.72697
"Lincoln County, MO","Lincoln+County,+MO",39.04905,-90.98759
"Linn County, MO","Linn+County,+MO",39.86866,-93.10841
"Livingston County, MO","Livingston+County,+MO",39.78943,-93.56149
"McDonald County, MO","McDonald+County,+MO",36.63234,-94.34484
"Macon County, MO","Macon+County,+MO",39.82187,-92.57321
"Madison County, MO","Madison+County,+MO",37.47784,-90.34552
"Maries County, MO","Maries+County,+MO",38.15157,-91.90607
"Marion County, MO","Marion+County,+MO",39.80275,-91.607
"Mercer County, MO","Mercer+County,+MO",40.42204,-93.56562
"Miller County, MO","Miller+County,+MO",38.22357,-92.4463
"Mississippi County, MO","Mississippi+County,+MO",36.81843,-89.33106
"Moniteau County, MO","Moniteau+County,+MO",38.67498,-92.62768
"Monroe County, MO","Monroe+County,+MO",39.50021,-92.00929
"Montgomery County, MO","Montgomery+County,+MO",38.91199,-91.45217
"Morgan County, MO","Morgan+County,+MO",38.43949,-92.85256
